Horodateur,Âge,Genre,Quel est votre code postal ?,Occupation,Faites vous du vélo ?,Pour quels motifs ?,Possédez vous votre vélo ?,Quel type de vélo utilisez vous ?,Quel est votre type de vélo ?,1. Comment noteriez vous cette route ?,2. Comment noteriez vous cette route ?,3. Comment noteriez vous cette route ?,4. Comment noteriez vous cette route ?,5. Comment noteriez vous cette route ?,6. Comment noteriez vous cette route ?,7. Comment noteriez vous cette route ?,8. Comment noteriez vous cette route ?,9. Comment noteriez vous cette route ?,10. Comment noteriez vous cette route ?,11. Comment noteriez vous cette route ?,12. Comment noteriez vous cette route ?,13. Comment noteriez vous cette route ?,14. Comment noteriez vous cette route ?,15. Comment noteriez vous cette route ?,16. Comment noteriez vous cette route ?,17. Comment noteriez vous cette route ?,1 [Plus important],1 [Moins important],2 [Plus important],2 [Moins important],3 [Plus important],3 [Moins important],4 [Plus important],4 [Moins important],5 [Plus important],5 [Moins important],6 [Plus important],6 [Moins important],7 [Plus important],7 [Moins important],8 [Plus important],8 [Moins important],9 [Plus important],9 [Moins important],10 [Plus important],10 [Moins important],Avez vous des remarques concernant les aménagements cyclables et sur votre pratique (ou non) du vélo en ville ? (que changeriez vous et pourquoi ? avez vous déjà été impliqué dans des situation dangereuses ?)
17/07/2025 12:50:01,25 à 34 ans,Homme,69100,"Cadres, professions intellectuelles supérieures",Tous les jours ou presque,Domicile - Travail,Oui,Vélo personnel musculaire,Vélo de ville (type Hollandais),5,4,3,4,5,4,3,3,5,4,5,3,2,2,1,2,5,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Il y a une grande disparité dans les aménagements cyclables sur la métropole lyonnaise : un gradient négatif du centre ville de Lyon vers la périphérie jusqu'à Vaulx-en-Velin. Le fin du trajet à vélo depuis Villeurbanne vers Vaulx-en-Velin est chaotique et stressant par moment. J'aimerais avoir une chaussée séparée entre les voies de voitures et les bandes cyclables/voie bus partagée. Les comportements des automobilistes sont parfois effrayants, car j'appréhende leur conduite : feux rouges brûlés, passage vélo non respectés, déport sur la bande cyclable, angles morts, approche par derrière à vive allure, distance de sécurité non respectée."
17/07/2025 12:50:54,18 à 24 ans,Homme,69100,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir, Utilitaire - tout",Oui,Vélo personnel musculaire,Vélo de Route,5,4,4,3,4,2,2,3,5,3,4,2,3,3,1,2,2,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 12:56:10,18 à 24 ans,Homme,69120,Étudiant·e·s,Une ou plusieurs fois par mois,Loisir,Non,Vélo en libre service musculaire,Vélo de ville (type Hollandais),5,4,2,3,3,4,2,2,4,2,5,1,3,1,1,2,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 13:00:09,25 à 34 ans,Homme,69120,"Cadres, professions intellectuelles supérieures",Jamais,,Non,Je ne fais pas de vélo,,4,3,1,1,4,3,1,1,3,1,3,1,2,1,1,1,3,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,La pente de la route,
17/07/2025 13:08:39,18 à 24 ans,Je ne préfère pas préciser,,Étudiant·e·s,Moins d'une fois par mois,Loisir,Oui,Vélo personnel musculaire,,5,3,4,3,4,4,4,4,4,4,4,2,3,4,3,2,3,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La pente de la route,Le nombre de voies de voitures,
17/07/2025 13:09:03,18 à 24 ans,Homme,69120,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Non,Vélo en libre service musculaire,Vélo de ville (type Hollandais),5,5,3,4,5,5,4,5,5,4,5,5,4,4,4,5,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,Le noeud à l'arrivée de Part-Dieu juste infâme 
17/07/2025 13:10:31,18 à 24 ans,Homme,42290,Étudiant·e·s,Tous les jours ou presque,Domicile - Travail,Oui,Vélo personnel musculaire,VTT,5,4,3,2,2,4,1,3,4,3,4,1,3,2,2,2,4,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",
17/07/2025 13:24:39,18 à 24 ans,Femme,59000,Étudiant·e·s,Moins d'une fois par mois,Loisir,Oui,Vélo personnel musculaire,VTT,5,4,5,4,5,4,4,5,4,4,5,3,4,4,3,2,5,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),La pente de la route,Le nombre de voies de voitures,
17/07/2025 13:24:53,18 à 24 ans,Femme,54000,Étudiant·e·s,Moins d'une fois par mois,Déplacement professionnel ,Non,"Vélo en libre service musculaire, Vélo en libre service électrique",,5,4,3,2,5,5,2,3,5,3,5,3,3,3,2,2,5,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
17/07/2025 13:31:04,50 à 64 ans,Femme,69100,"Cadres, professions intellectuelles supérieures",Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,"Vélo de Route, VTT",5,4,3,1,4,5,1,2,4,3,5,1,2,2,2,1,5,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 13:34:51,18 à 24 ans,Femme,,Étudiant·e·s,Une ou plusieurs fois par semaine,"Domicile - Travail, Loisir",Oui,"Vélo personnel musculaire, Vélo en libre service musculaire, Vélo en libre service électrique","Vélo de Route, Vélo de ville (type Hollandais)",5,4,3,3,4,4,2,3,4,3,5,2,3,3,3,2,5,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),La pente de la route,Le nombre de voies de voitures,
17/07/2025 13:42:21,18 à 24 ans,Femme,69100,Étudiant·e·s,Moins d'une fois par mois,Loisir,Non,"Vélo personnel musculaire, Vélo en libre service musculaire",Vélo de ville (type Hollandais),5,3,2,2,2,3,2,2,4,3,5,2,3,3,2,1,5,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 13:42:41,18 à 24 ans,Homme,46170,Étudiant·e·s,Une ou plusieurs fois par semaine,Domicile - Travail,Non,Vélo en libre service musculaire,VTT,5,4,4,3,5,5,1,4,4,3,4,1,4,4,5,2,3,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 13:49:46,18 à 24 ans,Homme,31000,Étudiant·e·s,Une ou plusieurs fois par semaine,Loisir,Oui,"Vélo en libre service musculaire, Vélo en libre service électrique","VTT, Vélo de ville (type Hollandais)",5,5,4,2,5,3,2,3,5,4,5,1,4,4,2,2,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
